vi,Add tracking number,Thêm số theo dõi
vi,Add user,Thêm người dùng
vi,Add your _products_,Thêm _products_ của bạn
vi,Add your own review,Thêm đánh giá của riêng bạn
vi,Add zone,khu Add
vi,Add-on does not exist.,Add-on không tồn tại.
vi,Add-ons,Add-ons
vi,Add/update options,Add / tùy chọn cập nhật
vi,Added,Thêm
vi,Added coupons,phiếu giảm giá thêm
vi,Added files,file thêm
vi,Added items,mục được thêm vào
vi,Added to cart,Thêm vào giỏ hàng
vi,Added to comparison table,Thêm vào bảng so sánh
vi,Additional PayPal Business Account,Bổ sung tài khoản kinh doanh PayPal
vi,Additional criteria to match for PayPal account verification,tiêu chí bổ sung để phù hợp để xác minh tài khoản PayPal
vi,Additional settings,Cài đặt thêm
vi,Addons Marketplace,Addons Marketplace
vi,Address,Địa chỉ nhà
vi,Address book,Sổ địa chỉ
vi,Address details,địa chỉ chi tiết
vi,Address field,trường địa chỉ
vi,Address fields,lĩnh vực địa chỉ
vi,Address for sales tax calculation,Địa chỉ tính thuế bán hàng
vi,Address has been deleted,Địa chỉ đã bị xóa
vi,Address is not selected,Địa chỉ không được chọn
vi,Address line verification: X,Địa chỉ dòng xác minh: X
vi,Address masks,mặt nạ địa chỉ
vi,Address not found,Địa chỉ không tìm thấy
vi,Address pattern,mô hình địa chỉ
vi,Address type,loại địa chỉ
vi,Address type has wrong value,loại địa chỉ có giá trị sai
vi,Address zipcode verification: X,Địa chỉ mã bưu điện xác minh: X
vi,Address zone,vùng địa chỉ
vi,Addresses,địa chỉ
vi,Addresses list is empty,danh sách địa chỉ là trống rỗng
vi,Adds the sender’s signature and the date on CN22 and CP72 shipping labels. Enter the signature as a string. The Sender’s signature date is automatically populated.,Thêm chữ ký của người gửi và ngày CN22 và CP72 nhãn vận chuyển. Nhập chữ ký như là một chuỗi. ngày chữ ký của người gửi sẽ tự động dân cư.
vi,Admin,quản trị viên
vi,Admin has requested a change of password for your account. Please change the password before you proceed.,Admin đã yêu cầu thay đổi mật khẩu cho tài khoản của bạn. Vui lòng thay đổi mật khẩu trước khi bạn tiến hành.
vi,Admin panel,Bảng quản trị
vi,Administration Zone,Khu Hành chính
vi,Administrator,Người quản lý
vi,Administrator Zone,quản trị viên Khu
vi,Administrator account cannot be deleted via customer interface.,tài khoản quản trị không thể bị xóa thông qua giao diện khách hàng.
vi,Administrator header,tiêu đề quản trị
vi,Administrator notes,ghi chú quản trị
vi,Administrator signature,chữ ký quản trị viên
vi,Administrator subject,đối tượng quản trị
vi,Administrator text,văn bản quản trị
vi,Advanced Order Management,Trật tự quản lý tiên tiến
vi,Advanced shipping options,tùy chọn nâng cao vận chuyển
vi,Advanced shipping settings,thiết lập vận chuyển nâng cao
vi,Advanced statistics with,thống kê tiên tiến với
vi,"After activation Skrill will give you access to a new section in your Skrill account called ""Merchant tools"". Please choose a secret word (do not use your password for this) and enter it into the merchant tools section and below.","Sau khi kích hoạt Skrill sẽ cung cấp cho bạn truy cập vào một phần mới trong tài khoản Skrill của bạn được gọi là ""công cụ Merchant"". Vui lòng chọn một từ bí mật (không sử dụng mật khẩu của bạn cho việc này) và nhập nó vào các công cụ thương phần và dưới đây."
vi,"After clicking this button, your hard/soft reset links will be regenerated. You need it in case old links were compromised.","Sau khi nhấp vào nút này, cứng / liên kết thiết lập lại mềm của bạn sẽ được tái sinh. Bạn cần nó trong trường hợp liên kết cũ đã bị tổn hại."
vi,"After the problem has been fixed, try to connect again.","Sau khi vấn đề đã được cố định, cố gắng kết nối lại."
vi,"After the problem has been fixed, try to connect again.', {'clear_cache': url('addons_list_marketplace","Sau khi vấn đề đã được cố định, cố gắng kết nối lại '{' clear_cache. ': Url (' addons_list_marketplace"
vi,"After the upgrade is completed please check your website. If you find that the site is inoperative, please try to do the following","Sau khi nâng cấp xong hãy kiểm tra trang web của bạn. Nếu bạn thấy rằng trang web là không hoạt động, hãy cố gắng làm những điều sau đây"
vi,Aggregation cache has been cleaned,Tập hợp bộ nhớ cache đã được làm sạch
vi,Air service center,trung tâm dịch vụ hàng không
vi,All,Tất cả
vi,All Addresses (default zone),Tất cả các địa chỉ (khu mặc định)
vi,All Order Statuses,Tất cả thứ tự Trạng thái có
vi,All User Types,Tất cả các loại tài khoản
vi,All add-ons,Tất cả các add-ons
vi,All addons,Tất cả các addons
vi,All attributes,Tất cả các thuộc tính
vi,All classes from this category,Tất cả các lớp từ thể loại này
vi,All communication threads,Tất cả các chủ đề thông tin liên lạc
vi,All countries,Tất cả các nước
vi,All customers,Tất cả khách hàng
vi,All items,Tất cả món đồ
vi,All items cannot be removed from the order.,Tất cả các mục không thể được gỡ bỏ từ đơn đặt hàng.
vi,All levels,Tất cả các cấp
vi,All membership levels,Tất cả các cấp thành viên
vi,All memberships,Tất cả thành viên
vi,All newest products,Tất cả các sản phẩm mới nhất
vi,All news,Tất cả tin tức
vi,All orders,Tất cả các đơn đặt hàng
vi,All payment statuses,Tất cả trạng thái thanh toán
vi,All payment transaction statuses,Tất cả trạng thái giao dịch thanh toán
vi,All products on sale,Tất cả các sản phẩm được bán
vi,All rights reserved.,Đã đăng ký Bản quyền.
vi,All shipping methods,Tất cả các phương thức giao hàng
vi,All shipping statuses,Tất cả trạng thái vận chuyển
vi,All shipping zones,Tất cả các khu vận chuyển
vi,All states,Tất cả các quốc gia
vi,All statuses,Tất cả trạng thái
vi,All tags,Tất cả các thẻ
vi,All the necessary adaptation will be done by the developer.,Tất cả sự thích nghi cần thiết sẽ được thực hiện bởi các nhà phát triển.
vi,All the products are in sufficient quantities,Tất cả các sản phẩm có đủ số lượng
vi,All time,mọi thời đại
vi,All upcoming products,Tất cả các sản phẩm sắp ra mắt
vi,All user types,Tất cả các loại người dùng
vi,All users,Tất cả người dùng
vi,All words,Tất cả các từ
vi,Allow buyers to attach files to this product,Cho phép người mua để đính kèm tập tin vào sản phẩm này
vi,Allow this product to be used as a MailChimp segment condition,Cho phép sản phẩm này sẽ được sử dụng như một điều kiện phân khúc MailChimp
vi,Allowed file extensions: X,phần mở rộng tập tin cho phép: X
vi,Alphabetical,chữ cái
vi,Alphabetically,theo thứ tự abc
vi,Already added,Đã thêm
vi,Already exists,Đã tồn tại
vi,Already have an account?,Bạn co săn san để tạo một tai khoản?
vi,Also the system has detected problems with the following modules,vấn đề cũng hệ thống đã được phát hiện với các thành phần sau
vi,"Also, to manage your redirects you can define 301 redirects in .htaccess file.","Ngoài ra, để quản lý trang đổi hướng của bạn, bạn có thể định nghĩa 301 trong tập tin .htaccess."
vi,"Also, you can review X-Cart recommended hosting providers","Ngoài ra, bạn có thể xem lại X-Cart đề nghị nhà cung cấp hosting"
vi,Alt,Alt
vi,Alternative payment methods,phương thức thanh toán thay thế
vi,Alternative text,văn bản thay thế
vi,"Alternatively, upload file sqldump.sql.php to the var/backup/ sub-directory click on the ""Restore from server"" button","Ngoài ra, tập tin tải lên sqldump.sql.php đến nhấp chuột var / backup / thư mục con vào nút ""Restore từ máy chủ"""
vi,Alternatives products you may be interested in,Lựa chọn thay thế sản phẩm bạn có thể quan tâm
vi,"Although you can switch the store to use the secure protocol for the website pages, most Internet browsers will likely display a warning message scaring your website visitors away.","Mặc dù bạn có thể chuyển các cửa hàng để sử dụng giao thức an toàn cho các trang website, hầu hết các trình duyệt Internet sẽ có khả năng hiển thị một thông điệp cảnh báo sợ người truy cập website của bạn đi."
vi,Although you may find related products below.,Mặc dù bạn có thể tìm thấy sản phẩm liên quan dưới đây.
vi,Amazon,đàn bà gan dạ
vi,Amazon Order Ref ID,Amazon tự Ref ID
vi,Amazon Pay was not able to process your payment.,Amazon Pay đã không thể xử lý thanh toán của bạn.
vi,Amazon Seller ID,Amazon bán ID
vi,Amazon callback URL help,Amazon callback URL giúp đỡ
vi,Amazon could not process the transaction due to an internal processing error.,Amazon không thể xử lý các giao dịch do một lỗi xử lý nội bộ.
vi,Amazon has rejected the authorisation.,Amazon đã từ chối việc uỷ quyền.
vi,AmazonRefresh,AmazonRefresh
vi,AmazonRefundRefresh,AmazonRefundRefresh
vi,Amount,Số tiền
vi,Amount: high to low,Số tiền: cao đến thấp
vi,Amount: low to high,Số lượng: thấp đến cao
vi,An attempt to update settings of unknown payment method,Một nỗ lực để thiết lập cập nhật phương thức thanh toán chưa biết
vi,An error occurred while sending the request,Có lỗi xảy ra khi gửi yêu cầu
vi,"An error occurred, please try again. If the problem persists, contact the administrator.","Có lỗi xảy ra. Vui lòng thử lại. Nếu vẫn còn tồn tại vấn đề, liên hệ với quản trị viên."
vi,"An error occurred, please try again. If the problem persists, contact the administrator. (txnNote)","Có lỗi xảy ra. Vui lòng thử lại. Nếu vẫn còn tồn tại vấn đề, liên hệ với quản trị viên. (TxnNote)"
vi,An upgrade is a dangerous process that may result in a crashed website.,Một bản nâng cấp là một quá trình nguy hiểm có thể dẫn đến một trang web bị rơi.
vi,An upgrade is a dangerous process that may result in a crashed website. It is strongly recommended to create a full back up of your shop (the code and the database) and download it to a local computer before proceeding to the next step.,Một bản nâng cấp là một quá trình nguy hiểm có thể dẫn đến một trang web bị rơi. Nó được khuyến khích mạnh mẽ để tạo ra một trở lại đầy lên các cửa hàng của bạn (mã và cơ sở dữ liệu) và tải nó vào một máy tính cục bộ trước khi tiếp tục sang bước tiếp theo.
vi,Anonymous,Vô danh
vi,Anonymous (access level),Anonymous (cấp độ truy cập)
vi,Anonymous Customer,Anonymous khách hàng
vi,"Anonymous Customer, _Registered User with the same email_","Anonymous khách hàng, _Registered người dùng với các email_ cùng"
vi,Anonymous Customers,Anonymous Khách hàng
vi,Anonymous reviewer,Anonymous nhà phê bình
vi,Anonymous users only,Anonymous users chỉ
vi,"Another bulk change in progress, please try again later","Một sự thay đổi lớn trong tiến trình, xin vui lòng thử lại sau"
vi,Another state,Một tiểu bang khac
vi,Any availability status,Bất kỳ tình trạng sẵn có
vi,Any category,bất kỳ loại
vi,Any class,Bất kỳ lớp nào
vi,Any google group,Bất kỳ nhóm google
vi,Any membership level,Bất kỳ cấp độ thành viên
vi,Any product class,Bất kỳ lớp sản phẩm
vi,Any profile,bất kỳ cấu hình
vi,Any rating,bất kỳ giá
vi,Any special needs?,Bất kỳ nhu cầu đặc biệt?
vi,Any status,bất kỳ tình trạng
vi,Any stock status,Bất kỳ tình trạng chứng khoán
vi,Any visitors,bất kỳ khách
vi,Any word,bất kỳ lời
vi,Any zone,bất kỳ múi
vi,Anyland,Anyland
vi,Anytown,Anytown
vi,App type,loại ứng dụng
vi,Appearance,Xuất hiện
vi,Applied discount coupon,phiếu giảm giá áp dụng
vi,Apply attribute value changes for all the products,Áp dụng thay đổi giá trị thuộc tính cho tất cả các sản phẩm
vi,Apply destination,Áp dụng điểm đến
vi,Apply price,Áp dụng giá
vi,Apply sort and view settings for all products,Áp dụng sắp xếp và xem các cài đặt cho tất cả các sản phẩm
vi,Apply sorting globally,Áp dụng trên toàn cầu sắp xếp
vi,Apply to billing address,Áp dụng đối với địa chỉ thanh toán
vi,Apply unsharp mask filter on resize,Áp dụng unsharp lọc mặt nạ đã đổi kích thước
vi,Apply value changes globally,Áp dụng thay đổi giá trị trên toàn cầu
vi,Apply value changes locally,Áp dụng thay đổi giá trị tại địa phương
vi,Approve,Phê duyệt
vi,Approve review,Phê duyệt xét
vi,Approved URL,URL đã được phê duyệt
vi,Are you sure you want to continue?,Bạn có chắc muốn tiếp tục không?
vi,Are you sure you want to delete the selected user?,Bạn có chắc chắn muốn xóa người dùng đã chọn?
vi,Are you sure you want to delete this filter?,Bạn có chắc chắn muốn xóa bộ lọc này?
vi,Are you sure you want to delete this profile?,Bạn có chắc chắn muốn xóa hồ sơ này?
vi,Are you sure you want to disable this add-on?,bạn có chắc bạn muốn vô hiệu hóa add-on này?
vi,Are you sure you want to enable https anyway?,bạn có chắc bạn muốn kích hoạt https không?
vi,Are you sure you want to enable this add-on?,bạn có chắc bạn muốn kích hoạt add-on này?
vi,Are you sure you want to reset current layout? Custom layout settings will be lost.,Bạn có chắc chắn muốn thiết lập lại bố trí hiện tại? thiết lập bố trí tùy chỉnh sẽ bị mất.
vi,Are you sure you want to transmit this shipment?,bạn có chắc bạn muốn truyền tải lô hàng này?
vi,Are you sure you want to uninstall selected add-ons?,Bạn có chắc chắn bạn muốn gỡ bỏ cài đặt chọn add-ons?
vi,Are you sure you want to uninstall this add-on?,bạn có chắc bạn muốn gỡ bỏ cài đặt add-on này?
vi,Are you sure you want to void this shipment?,Bạn có chắc chắn muốn void lô hàng này?
vi,Are you sure you wish to delete the selected zones?,Bạn có chắc chắn muốn xóa các vùng đã chọn?
vi,Are you sure?,Bạn có chắc không?
vi,Arrival date,Ngày tới
vi,"As a FedEx user, you are entitled to receive shipping refunds usually left unclaimed with default FedEx service ($2B/year globally)","Là một người sử dụng FedEx, quý vị có quyền nhận vận chuyển hoàn lại tiền thường lại không có người nhận với dịch vụ FedEx mặc định ($ 2B / năm trên toàn cầu)"
vi,"As a UPS user, you are entitled to receive shipping refunds usually left unclaimed with default UPS service ($2B/year globally)","Là một người sử dụng UPS, quý vị có quyền nhận vận chuyển hoàn lại tiền thường lại không có người nhận với dịch vụ UPS mặc định ($ 2B / năm trên toàn cầu)"
vi,Ask.com,Ask.com
vi,Assign entered Clean URL to this page anyway,Gán vào Sạch URL trang này anyway
vi,Assign shopping group,nhóm mua sắm Gán
vi,Assign your attributes to Google groups to import your variants.,Gán thuộc tính của bạn cho các nhóm Google để nhập khẩu các biến thể của bạn.
vi,Assigned classes,lớp giao
vi,Asynchronous,không đồng bộ
vi,Attach file,Đính kèm tập tin
vi,Attach files,Đính kèm file
vi,Attached files,File đính kèm
vi,Attached files:,File đính kèm:
vi,Attachment X is deleted,Tập tin đính kèm X sẽ bị xóa
vi,Attachment has been deleted successfully,Tệp đính kèm đã được xóa thành công
vi,Attachment is not deleted,Tập tin đính kèm sẽ không bị xóa
vi,Attachment removed,tập tin đính kèm bị loại bỏ
vi,Attachments,file đính kèm
vi,Attachments have been updated successfully,File đính kèm đã được cập nhật thành công
vi,Attention!,Chú ý!
vi,Attention! You are creating an account with full access. Roles warning,Chú ý! Bạn đang tạo một tài khoản với quyền truy cập đầy đủ. vai trò cảnh báo
vi,Attribute,đặc tính
vi,Attribute data will be lost. warning text,dữ liệu thuộc tính sẽ bị mất. văn bản cảnh báo
vi,Attribute group,nhóm thuộc tính
vi,Attribute groups,nhóm thuộc tính
vi,Attribute information has been successfully updated,thông tin thuộc tính đã được cập nhật thành công
vi,Attribute name,tên thuộc tính
vi,Attribute option,tùy chọn thuộc tính
vi,Attribute type,loại thuộc tính
vi,Attribute value ID,ID giá trị thuộc tính
vi,Attribute values,giá trị thuộc tính
vi,Attribute values (select),giá trị thuộc tính (chọn)
vi,Attributes,Thuộc tính
vi,Attributes block,Thuộc tính khối
vi,Attributes for X product class,Các thuộc tính cho lớp sản phẩm X
vi,Attributes have been successfully changed,Thuộc tính đã được thay đổi thành công
vi,Attributes have been updated successfully,Thuộc tính đã được cập nhật thành công
vi,Attributes imported,Thuộc tính nhập khẩu
vi,Australia Post settings,Australia Post thiết lập
vi,Auth,Auth
vi,Auth and Capture,Auth và Capture
vi,Auth only,Auth chỉ
vi,Authentication,Xác thực
vi,Authentication code,mã xác thực
vi,Authentication options,tùy chọn xác thực
vi,Author,tác giả
vi,Authorization and Capture,Uỷ quyền và Capture
vi,Authorization only,chỉ cho phép
vi,Authorization status: {{status}},trạng thái ủy quyền: {{status}}
vi,Authorization then capture,Authorization sau đó chụp
vi,AuthorizeNet accept.js instruction text,AuthorizeNet accept.js văn bản hướng dẫn
vi,Authorize[TT],Authorize [TT]
vi,Authorized,ủy quyền
vi,Authorized amount,số lượng có thẩm quyền
vi,Auto,Tự động
vi,Auto-Updated,Tự động cập nhật
vi,Autogenerate,AutoGenerate
vi,Autogenerate Clean URL,URL sạch AutoGenerate
vi,Autogenerated,Tự động tạo ra
vi,Automate Shipping Refunds,Hoàn Tự động hóa Vận Chuyển
vi,Automate shipping,Tự động hóa vận chuyển
vi,"Automate your shipping process with the services of our partners: print shipping labels, grab shipping orders info from eBay, ETSY, Amazon and other marketplaces; integrate with several shipping carriers in one spot and more.","Tự động hóa quá trình vận chuyển của bạn với các dịch vụ của các đối tác của chúng tôi: in vận chuyển nhãn, lấy thông tin giao hàng khi mua từ eBay, Etsy, Amazon và thị trường khác; tích hợp với một số hãng vận chuyển trong một chỗ và nhiều hơn nữa."
vi,Automatically,tự động
vi,Availability,khả dụng
vi,Available after purchase,Có sẵn sau khi mua hàng
vi,Available for download,Có sẵn để tải xuống
vi,Available for sale,Có sẵn để bán
vi,"Avalara provides our mutual customers with everything you need to calculate, file and remit sales tax for your business effortlessly by providing an integrated, end-to-end solution for every step of the tax compliance process.","Avalara cung cấp cho khách hàng chung của chúng ta với tất cả mọi thứ bạn cần phải tính toán, tập tin và thuế bán hàng nộp cho doanh nghiệp của bạn dễ dàng bằng cách cung cấp một tích hợp, end-to-end giải pháp cho tất cả các bước của quá trình tuân thủ thuế."
vi,Avalara.60 Day Free Trial,Avalara.60 ngày dùng thử miễn phí
vi,Average rating,xếp hạng trung bình
vi,Awaiting processing,Đang chờ xử lý
vi,B,B
vi,BEGIN - END of TOTAL,BEGIN - END TOTAL
vi,Back,Trở lại
vi,Back to Login form,Về hình thức đăng nhập
vi,Back to Trial mode,Về chế độ Trial
vi,Back to Webmaster mode,Về chế độ quản trị trang web
vi,Back to Zones list,Trở lại danh sách khu
vi,Back to file select,Về tập tin chọn
vi,Back to layout settings,Trở về thiết lập layout
vi,Back to methods,Trở lại với các phương pháp
vi,Back to modules,Về module
vi,Back to notification settings,Trở về thiết lập thông báo
vi,Back to notifications list,Quay lại danh sách thông báo
vi,Back to order list,Quay lại danh sách theo thứ tự
vi,Back to product details,Quay lại chi tiết sản phẩm
vi,Back to products,Về sản phẩm
vi,Back to segments list,Quay lại danh sách các phân khúc
vi,Back to shipping methods,Về phương thức giao hàng
vi,Back to templates list,Quay lại danh sách các mẫu
vi,Backend payment transaction X issued,Backend giao dịch thanh toán X ban hành
vi,Background export is in progress,xuất khẩu nền là cơ bản dở dang
vi,Backordered,backordered
vi,Backordered (qty: {{qty}}),Hàng bị giao trễ (qty: {{}} qty)
vi,Backup,Sao lưu
vi,Backup database,cơ sở dữ liệu sao lưu
vi,Backup your store with Backup Master,Sao lưu cửa hàng của bạn với Sư Phụ backup
vi,Bank Account Number,Số tài khoản ngân hàng
vi,Bank name,tên ngân hàng
vi,Banner on Cart page,Banner trên trang giỏ hàng
vi,Banner on Category pages,Banner trên loại trang
vi,Banner on Home page,Banner trên trang chủ
vi,Banner on Product details pages,Banner trên sản phẩm chi tiết trang
vi,Banner rotation,Banner xoay
vi,Based on,Dựa trên
vi,Be the first and leave a feedback.,Hãy là người đầu tiên và để lại một phản hồi.
vi,Before editing attributes specific for the chosen type you should save the changes,Trước khi chỉnh sửa các thuộc tính cụ thể cho các loại lựa chọn bạn nên lưu các thay đổi
vi,Before enabling HTTPS protocol read this article:,Trước khi kích hoạt giao thức HTTPS đọc bài viết này:
vi,"Before installing a paid addon for this installation, you need to activate your X-Cart license.","Trước khi cài đặt một addon trả tiền cho việc cài đặt này, bạn cần phải kích hoạt giấy phép X-Cart của bạn."
vi,Before you can start configure Australia Post module you should update available options from Australia Post. Please click button below.,Trước khi bạn có thể bắt đầu cấu hình Australia Post mô-đun bạn nên cập nhật tùy chọn có sẵn từ Australia Post. Hãy nút bấm bên dưới.
vi,Benchmark completed in ,Benchmark hoàn thành vào
vi,Benchmark result under 3000ms is considered good,kết quả Benchmark dưới 3000 ms được coi là tốt
